"Cuộc phỏng vấn qua email với Julie Holland, bác sĩ tâm thần và tác giả của The Pot Book: Hướng dẫn đầy đủ về cần sa, ngày 16 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Peter Campos, nhà sử học tại Đại học Cincinnati và tác giả của Home Grown: Cần sa và Nguồn gốc của Chiến tranh Ma túy của Mexico, ngày 16 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Ryan Grim, tác giả của cuốn sách này là quốc gia của bạn về ma túy: Lịch sử bí mật bắt đầu cao ở Mỹ, ngày 16 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Douglas Berman, giáo sư luật đại học bang Ohio và là tác giả của Luật về chính sách và luật kết án, ngày 16 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Char Miller, Giám đốc Chương trình Phân tích Môi trường tại trường Cao đẳng Pomona, ngày 16 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Steven Anderson, chủ tịch Hội Lịch sử Rừng, ngày 16 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Richard J. Bonnie, giáo sư y khoa và luật tại Đại học Virginia, ngày 16 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email Samuel Thayer, một chuyên gia về thực vật hoang dã ăn được, tác giả của The Forager’s Harvest, và người sáng tạo trang web Hemphoax.org, ngày 16 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Julie Blankenburg, thư viện giám sát tại Phòng thí nghiệm lâm sản của Cục dịch vụ lâm nghiệp Hoa Kỳ, ngày 17 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Ralph Weisheit, giáo sư khoa học tư pháp hình sự tại Đại học bang Illinois và tác giả của Cần sa trong nước: Một ngành công nghiệp bị bỏ rơi, ngày 17 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Richard W. Judd, nhà sử học Đại học Maine và là tác giả của những vùng đất chung, những người thường gặp: Nguồn gốc của bảo tồn ở miền Bắc New England, ngày 17 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Tom Murphy, điều phối viên tiếp cận cộng đồng quốc gia cho Vote Hemp, ngày 17 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Joseph Schwarz, Cơ quan lưu trữ và hồ sơ quốc gia, ngày 17 tháng 1 năm 2014"
"Phỏng vấn Wayne Olson, thư viện tại Thư viện Nông nghiệp Quốc gia, ngày 16 tháng 1 năm 2014"
"American Civil Liberties Union, ""Tờ thông tin về khu vực miễn phí Hiến pháp Hoa Kỳ"", ngày 22 tháng 10 năm 2008"
"Liên minh Tự do Dân sự Hoa Kỳ, ""Biết quyền của bạn: Khu vực tự do Hiến pháp - bản đồ"", được truy cập ngày 8 tháng 1 năm 2014"
"Dịch vụ nghiên cứu quốc hội, ""Bảo vệ chu vi của Hoa Kỳ: tìm kiếm biên giới theo Bản sửa đổi lần thứ tư"", ngày 29 tháng 6 năm 2009"
"Electronic Frontier Foundation, ""Bảo vệ quyền riêng tư tại biên giới Hoa Kỳ: hướng dẫn dành cho khách du lịch mang theo thiết bị kỹ thuật số"", ngày 20 tháng 12 năm 2011"
"Cuộc phỏng vấn qua email với Hanni Fakhoury, luật sư nhân viên Electronic Frontier Foundation, ngày 9 tháng 1 năm 2014"
"FindLaw, ""19 U.S.C. § 1582"", được truy cập ngày 10 tháng 1 năm 2014"
"New York Times, ""thẩm phán quận duy trì quyền tìm kiếm thiết bị điện tử của chính phủ ở biên giới"", ngày 31 tháng 12 năm 2013"
"Cuộc phỏng vấn qua điện thoại với Fred Cate, Giám đốc nghiên cứu về bảo mật an ninh ứng dụng của trường đại học Indiana, ngày 8 tháng 1 năm 2014"
"Cuộc phỏng vấn qua điện thoại với Catherine Crump, luật sư nhân viên Liên minh Dân sự Tự do Hoa Kỳ, ngày 10 tháng 1 năm 2014"
"Cuộc phỏng vấn qua điện thoại với Victor Manjarrez, Đại học Texas tại Trung tâm Quốc gia về An ninh Biên giới và Giám đốc Xuất nhập cảnh El Paso, ngày 8 tháng 1 năm 2014"
"Có dây, ""ACLU đảm nhận vùng biên giới 100 dặm như không có Hiến pháp"", ngày 22 tháng 10 năm 2008"
"Có dây "", Tòa án duy trì các tìm kiếm tiện ích trên đường dọc biên giới Hoa Kỳ"", ngày 31 tháng 12 năm 2013"
"Người Mỹ chống lại bài đăng trên Facebook của Đảng Cộng hòa, ngày 29 tháng 12 năm 2013"
"Trang web đầu tư trang web của Prince Alwaleed bin Talal, được truy cập vào ngày 2 tháng 1 năm 2014"
"Tạp chí Wall Street Journal, ""Hoàng tử Alwaleed bin Talal: Một sự băn khoăn đồng minh về việc nghỉ dưỡng Mỹ"", ngày 23 tháng 11 năm 2013"
"Wall Street Journal, ""Đá phiến đe dọa nền kinh tế Saudi, cảnh báo Hoàng tử Alwaleed,"" ngày 23 tháng 7 năm 2013"
"Blog The Lede của New York Times, ""hậu vệ Ả Rập Saudi ủng hộ IMAM và Fox News"", ngày 26 tháng 8 năm 2010"
"Tạp chí New York Times, ""Câu hỏi cho Hoàng tử Alwaleed bin Talal: Big Imam trong khuôn viên trường"", ngày 1 tháng 1 năm 2006"
"Forbes, ""Tỷ phú của thế giới: Hoàng tử Alwaleed Bin Talal Alsaud,"" ngày 4 tháng 3 năm 2013"
"Hồ sơ của Bloomberg cho Kingdom Holding Co., được truy cập vào ngày 2 tháng 1 năm 2014"
"Bloomberg, ""‘ Buffet of Arabia ’Alwaleed thấy sự giàu có tồi tệ,” ngày 26 tháng 4 năm 2010"
"Tiểu sử tỷ phú của Bloomberg 2013, ""Alwaleed Al Saud,"" ngày 8 tháng 7 năm 2013"
"Bloomberg, ""Hoàng tử Alwaleed và trường hợp tò mò của Vương quốc nắm giữ cổ phiếu"", ngày 03 tháng 5 năm 2013"
"Financial Times, ""Alwaleed ủng hộ Murdochs dưới lửa,"" ngày 25 tháng 6 năm 2011"
"Vanity Fair, ""Cổ đông trong cát,"" tháng 3 năm 2013"
"Cuộc phỏng vấn với G. Ryan Huston, giáo sư thuế của Đại học South Florida, ngày 2 tháng 1 năm 2014"
"Cuộc phỏng vấn với Jay Ritter, giáo sư tài chính của Đại học Florida, ngày 3 tháng 1 năm 2014"
"Cuộc phỏng vấn qua email với Christina A. D'Amico, phát ngôn viên Ủy ban Chứng khoán và Giao dịch Hoa Kỳ, ngày 2 tháng 1 năm 2014"
"New York Times, ""Buffet of Arabia? Vâng, có thể,"" ngày 28 tháng 3 năm 1999"
"Red Flag blog, ""Xác nhận mã y tế của ObamaCare: Thực hiện bởi Beheading được thực hiện tại Mỹ,"" ngày 23 tháng 11 năm 2013"
"Outpost tự do, ""ICD 9: Mã hóa thực thi y tế quốc tế và"" hợp pháp ""đã bị cấm theo Obamacare,"" ngày 18 tháng 11 năm 2013"
"Trung tâm Kiểm soát và Phòng ngừa dịch bệnh, liệt kê đầy đủ mã ICC-9, được truy cập vào ngày 2 tháng 1 năm 2014"
"Trung tâm kiểm soát và phòng ngừa dịch bệnh, ""Phân loại quốc tế về bệnh, chỉnh sửa lần thứ 9 (ICD-9)"", được truy cập vào ngày 2 tháng 1 năm 2014"
"Trung tâm Dịch vụ Medicare và Medicaid, ""Giới thiệu về ICD-10"", được truy cập vào ngày 2 tháng 1 năm 2013"
"Trung tâm Dịch vụ Medicare và Medicaid, ""Câu hỏi thường gặp: Khái niệm cơ bản về chuyển tiếp ICD-10"", được truy cập ngày 2 tháng 1 năm 2013"
"Death Penalty Information Center, ""Phương thức thi hành"", được truy cập vào ngày 2 tháng 1 năm 2014"
"Tổ chức Ân xá Quốc tế, ""Saudi Arabia đã chém đầu gần hai người mỗi tuần trong năm nay"", tháng 2 năm 2013"
"Giám khảo bảo thủ Atlanta, ""Thư giãn. Obamacare sẽ không mang đến những sự chặt đầu cho Hoa Kỳ"", ngày 26 tháng 12 năm 2013"
"PolitiFact, ""Đại diện Ted Poe nói rằng các quy định mới của Medicare yêu cầu chín mã số thanh toán cho thương tích gà tây"", ngày 30 tháng 4 năm 2013"
"Cuộc phỏng vấn qua email với Tim Brown, biên tập viên với FreedomOutpost.com, ngày 2 tháng 1 năm 2014"
"Trung tâm báo chí phương Tây, ""Cuộc chiến tranh của Barack Obama về nguồn cung cấp nước sạch của Mỹ"", ngày 7 tháng 9 năm 2012"
"Huấn luyện viên là đúng (blog), ""các công ty Mỹ bán các nguồn cung cấp nước của quốc gia với sự gia trì của chế độ Obama"", ngày 9 tháng 12 năm 2013"
"Great Lakes-St. Hội đồng tài nguyên nước lưu vực sông Lawrence, trang web, được truy cập vào ngày 17 tháng 12 năm 2013"
"Washington Post, ""Nước đóng chai tại vấn đề ở Great Lakes,"" ngày 29 tháng 9 năm 2008"
"PolitiFact Ohio, ""Dennis Kucinich cảnh báo rằng lỗ hổng trong Great Lakes nhỏ gọn có thể cho phép khai thác nước"", ngày 1 tháng 9 năm 2010"
"Cuộc phỏng vấn qua email với Melissa K. Scanlan, giáo sư tại Trường Luật Vermont, ngày 16 tháng 12 năm 2013"
"Cuộc phỏng vấn qua email với Noah Hall, giáo sư tại Trường Luật Đại học bang Wayne và là tác giả của blog Luật Great Lakes, ngày 16 tháng 12 năm 2013"
"Cuộc phỏng vấn qua email với David Naftzger, giám đốc điều hành của Hội đồng các thống đốc Great Lakes, ngày 17 tháng 12 năm 2013"
"Mặt trận bảo thủ, ""Chính quyền Obama công bố chương trình tiếp cận cộng đồng Hồi giáo toàn quốc cho trẻ em lớp K-12,"" ngày 7 tháng 12 năm 2013"
"Báo cáo Quốc gia, ""Obama tuyên bố Tháng đánh giá Hồi giáo Quốc gia tháng 11,"" tháng 10 năm 2013"
"Snopes.com, ""Tháng 11 bất ngờ"", được cập nhật lần cuối ngày 28 tháng 9 năm 2013"
"PolitiFact, ""Obama tuyên bố Tháng đánh giá Hồi giáo tháng 11 của quốc gia,"" các blogger tuyên bố, ""ngày 3 tháng 10 năm 2013"
"Cuộc phỏng vấn qua email với Kirsten Kukowski, phát ngôn viên của Ủy ban Quốc gia Cộng hòa, ngày 12 tháng 12 năm 2013"
"Báo cáo của xe tay ga, ""Putin: Obama"" Idiot ""Đối với việc áp dụng chủ nghĩa xã hội,"" ngày 20 tháng 2 năm 2009"
"Godlikeproduction, Putin: Obama ""Idiot"" vì chấp nhận chủ nghĩa xã hội, ""3 tháng 7 năm 2009"
"Câu trả lời của Yahoo !, ""Putin có đúng là Obama là một kẻ ngốc vì chấp nhận chủ nghĩa xã hội hay ông ta muốn sụp đổ nền kinh tế?"""
"Câu trả lời của Yahoo !, ""Vladimir Putin có đúng không? Obama hay là ngu ngốc hay cố ý phá hủy nền kinh tế Mỹ?"""
"Charleston City Paper, ""đầu của Charleston GOP rơi vào trò lừa đảo,"" ngày 2 tháng 10 năm 2012"
"Chiếm * Áp phích, Facebook meme, nhận tháng 11 năm 2013"
"Liên minh quốc gia cho người vô gia cư, ""Việc làm và vô gia cư"", tháng 7 năm 2009"
"Chiếm * Áp phích, ""về"" trang, truy cập vào ngày 4 tháng 12 năm 2013"
"Viện đô thị, ""Vô gia cư: Các chương trình và những người mà họ phục vụ: Các kết quả của cuộc khảo sát quốc gia về các nhà cung cấp và khách hàng hỗ trợ người vô gia cư,"" 1999"
"Cuộc phỏng vấn qua email với Arloc Sherman, nhà nghiên cứu cấp cao tại Trung tâm về các ưu tiên ngân sách và chính sách, ngày 4 tháng 12 năm 2013"
"Cuộc phỏng vấn qua email với Gary Burtless, đồng nghiệp cấp cao của Viện Brookings, ngày 4 tháng 12 năm 2013"
"Cuộc phỏng vấn qua email với Tara Sinclair, nhà kinh tế học tại Đại học George Washington, ngày 4 tháng 12 năm 2013"
"Cuộc phỏng vấn qua email với Mary Cunningham, nghiên cứu viên cấp cao tại Viện Urban, ngày 4 tháng 12 năm 2013"
"Facebook.com, ""Tăng lương tối thiểu"", được truy cập ngày 27 tháng 11 năm 2013"
"DOL.gov, ""Lịch sử mức lương tối thiểu liên bang theo Đạo luật tiêu chuẩn lao động công bằng, 1938 - 2009"", ""Lịch sử thay đổi luật lương tối thiểu"" và ""Luật lương tối thiểu ở Hoa Kỳ - ngày 1 tháng 1 năm 2013"" Bộ Lao động, Tiền lương và Giờ làm việc của Hoa Kỳ, tất cả đều không được tiết lộ, tất cả đều được truy cập vào ngày 27 tháng 11 năm 2013"
"FAS.org, ""Tiền lương của các thành viên của Quốc hội, các hoạt động gần đây và các bảng lịch sử"" và ""Lương của các thành viên của Quốc hội: Các cuộc bầu cử quốc hội, 1990-2013,"" Dịch vụ nghiên cứu quốc hội, cả ngày 4 tháng 11 năm 2013, cả hai đều được truy cập vào ngày 27 tháng 11 , 2013"
"BLS.gov, ""Máy tính lạm phát CPI"", Cục Thống kê Lao động, truy cập ngày 27 tháng 11 năm 2013"
"Andrew Sullivan, tweet và bài đăng trên blog, ngày 18 tháng 10 năm 2013"
"Bài đăng trên blog New York Times của Paul Krugman, ngày 29 tháng 12 năm 2009"
"Cuộc phỏng vấn qua email, được trích dẫn, với Paul Krugman, ngày 14 tháng 11 năm 2013"
"Cuộc phỏng vấn qua email, được trích dẫn, với Alan Auerbach, Đại học California-Berkeley, ngày 13-14 tháng 11 năm 2013"
"Cuộc phỏng vấn qua email, được trích dẫn, với Steve Ellis, phó chủ tịch, Người đóng thuế cho Common Sense, ngày 15 tháng 11 năm 2013"
"Cuộc phỏng vấn qua điện thoại với Bob Moffit, đồng chí cấp cao, Trung tâm chính sách sức khỏe, Quỹ di sản bảo thủ ngày 14 tháng 11 năm 2013"
"PunditFact thực tế kiểm tra, ""Luật chăm sóc sức khỏe tăng thuế và cắt giảm Medicare, nói Scott Brown,"" ngày 03 tháng 11 năm 2013"
"Người được ủy thác của Medicare '' Báo cáo thường niên năm 2004 '', ngày 23 tháng 3 năm 2004"
"Kiểm tra thực tế PolitiFact Virginia, ""Bobby Scott nói rằng đảng Cộng hòa đã tạo ra kế hoạch thuốc trị giá 1 nghìn tỷ đô la"", ngày 7 tháng 12 năm 2010"
"Văn phòng Ngân sách Quốc hội Thư gửi cho Đại diện Hoa Kỳ, Bill Thomas, ngày 20 tháng 11 năm 2003"
"Văn phòng ngân sách Quốc hội Thư gửi Đại diện Hoa Kỳ Nancy Pelosi, ngày 18 tháng 3 năm 2010"
"Kiểm tra thực tế của PolitiFact, ""Phần Medicare D có đến 40% dưới ngân sách do thiết kế của nó không?"", Ngày 15 tháng 6 năm 2011"
"Người được ủy thác của Medicare ""Báo cáo thường niên 2013"", ngày 31 tháng 5 năm 2013"
"Bài đăng trên blog của Ngân sách Quốc hội, ""Ước tính của CBO về Tác động Ngân sách Net của các Điều khoản Bảo hiểm Y tế của Đạo luật Chăm sóc Giá cả phải chăng đã không thay đổi nhiều theo thời gian"", ngày 14 tháng 5 năm 2013"
"Thư thông báo ngân sách đại hội cho Đại diện Hoa Kỳ John Boehner, ngày 24 tháng 7 năm 2012"
"PolitiFact Virginia thực tế kiểm tra, ""Morgan Griffith nói GAO ước tính Obamacare sẽ thêm $ 6.20000000000 thâm hụt dài hạn,"" ngày 17 tháng 6 năm 2013"
"Beliefnet, ""Scientology và Travolta Tragedy"", được truy cập vào ngày 24 tháng 10 năm 2013"
"Khoa học Kitô giáo, ""Miễn giảm tôn giáo trong Đạo luật bảo vệ bệnh nhân và chăm sóc giá cả phải chăng"", tháng 7 năm 2011"
"Cuộc phỏng vấn qua email với O. Carter Snead, Giám đốc Văn hóa và Đạo đức của Đại học Notre Dame, ngày 23 tháng 10 năm 2013"
"Cuộc phỏng vấn qua email với David Howard, giáo sư chính sách sức khỏe của Đại học Emory, ngày 22 tháng 10 năm 2013"
"Forbes, ""Nhà Trắng công bố các quy định cuối cùng cho Nhiệm vụ cá nhân của Obamacare - Bảy điều bạn cần biết"", ngày 28 tháng 8 năm 2013"
"Viện Chính sách Y tế Đại học Georgetown, ""Quy tắc đề xuất đã làm sáng tỏ các ngoại lệ ủy nhiệm cá nhân,"" ngày 13 tháng 2 năm 2013"
"Healthcare.gov, ""Người Mỹ Da Đỏ và Người Bản Địa Alaska Những Gì Cần Biết Về Thị Trường?"" truy cập ngày 23 tháng 10 năm 2013"
"Dịch vụ Y tế Ấn Độ, ""Tổng quan về Cơ quan"", được truy cập vào ngày 23 tháng 10 năm 2013"
"Logic tự do 101, ""Ai được chọn không tham gia Obamacare"", được truy cập ngày 22 tháng 10 năm 2013"
"Los Angeles Times, ""Chăm sóc sức khỏe VIP của Tổng thống Obama"", ngày 5 tháng 8 năm 2009"
"Phỏng vấn qua điện thoại và email với Leighton Ku, Giám đốc nghiên cứu chính sách sức khỏe của Đại học George Washington, ngày 22 tháng 10 năm 2013"
"PolitiFact, ""‘ Dhimmitude ’trên Trang 107 của Luật Chăm sóc Sức khỏe, miễn trừ những người Hồi giáo, Tuyên bố Email Chuỗi,"" ngày 30 tháng 5 năm 2013"
"PolitiFact, ""Thượng nghị sĩ Ted Cruz nói Obama"" vừa ban cho tất cả Quốc hội một ngoại lệ ""cho Obamacare,"" ngày 14 tháng 8 năm 2013"
"Slate, ""Hệ thống chăm sóc sức khỏe như thế nào trong tù?"" Ngày 25 tháng 3 năm 2009"
"Văn phòng In ấn của Chính phủ Hoa Kỳ, ""Đạo luật Bảo vệ Bệnh nhân và Chăm sóc Giá cả phải chăng"", ngày 23 tháng 3 năm 2010"
"USA Today, ""Hành động chăm sóc giá cả phải chăng hành động khó bán cho người Mỹ bản địa"", ngày 15 tháng 10 năm 2013"
"Ảnh chụp màn hình của bài đăng trên Facebook của Will Sheehan, được truy cập vào ngày 3 tháng 10 năm 2013."
"Văn phòng In ấn của Chính phủ Hoa Kỳ, Đạo luật Bảo vệ Bệnh nhân và Giá cả phải chăng, được truy cập vào ngày 3 tháng 10 năm 2013"
"HealthCare.gov, ""Nếu ai đó không có bảo hiểm y tế trong năm 2014 ?,"" truy cập ngày 3 tháng 10 năm 2013"
"HealthCare.gov, ""Bảng chú giải thuật ngữ"", được truy cập vào ngày 3 tháng 10 năm 2013"
"IRS.gov, ""Câu hỏi và câu trả lời về Điều khoản trách nhiệm được chia sẻ cá nhân"", được truy cập vào ngày 3 tháng 10 năm 2013"
"Dịch vụ nghiên cứu quốc hội, ""Yêu cầu cá nhân và các yêu cầu thông tin liên quan theo ACA,"" ngày 22 tháng 7 năm 2013"
"Infowars.com, ""Khoản tiền phạt Obamacare được thu giữ từ tài khoản ngân hàng?"", Ngày 2 tháng 10 năm 2013"
"Mẹ Jones, ""Tại sao những người bảo thủ đang nói Obamacare có thể mang nhà của bạn"", ngày 3 tháng 10 năm 2013"
"Snopes.com, ""Hình phạt bắn"", ngày 3 tháng 10 năm 2013"
"WND, ""tiền phạt Obamacare bị tịch thu từ tài khoản ngân hàng ?, ngày 2 tháng 10 năm 2013"
"USA Today, ""Kiểm tra sự thật: Thêm tuyên bố sai về Obamacare"", ngày 29 tháng 9 năm 2013"
"Phỏng vấn Sabrina Siddiqui, phát ngôn viên Bộ Tài chính, ngày 3 tháng 10 năm 2013"
"Cuộc phỏng vấn qua email với Brian Cook, người phát ngôn CMS, ngày 3 tháng 10 năm 2013"
"Cuộc phỏng vấn qua email với Jonathan Oberlander, giáo sư chính sách sức khỏe tại Đại học Y khoa Bắc Carolina, ngày 3 tháng 10 năm 2013"
"Cuộc phỏng vấn qua email với Gail Wilensky, cựu giám đốc của Medicare và Medicaid dưới thời Tổng thống George H.W. Bush, ngày 3 tháng 10 năm 2013"
"Báo cáo quốc gia, ""Obama tuyên bố Tháng đánh giá Hồi giáo quốc gia tháng 11,"" ngày 27 tháng 9 năm 2013"
"Liều lượng bảo thủ hàng ngày của bạn, ""Obama tuyên bố Tháng đánh giá Hồi giáo quốc gia tháng 11,"" ngày 27 tháng 9 năm 2013"
"Tiệc trà quốc gia, ""Obama tuyên bố tháng đánh giá Hồi giáo tháng 11,"" ngày 28 tháng 9 năm 2013"
"MinutemanNews.com, ""Obama tuyên bố Tháng đánh giá Hồi giáo quốc gia tháng 11,"" ngày 28 tháng 9 năm 2013"
"Nhà Trắng, ""Tuyên bố"", ngày 30 tháng 9 năm 2013"
