Văn bản của Đạo luật Bảo vệ Bệnh nhân và Chăm sóc Giá cả Phải chăng
"Thượng nghị sĩ Marco Rubio thông cáo báo chí, ""Trong các cuộc phỏng vấn trên truyền hình, Thượng nghị sĩ Rubio vạch ra quan điểm của ông về vai trò của Mỹ trên thế giới,"" ngày 15 tháng 9 năm 2011"
"Bản sao, địa chỉ của Thượng nghị sĩ Marco Rubio về chính sách đối ngoại của Hoa Kỳ, ngày 25 tháng 4 năm 2012"
"Roll Call, ""GOP không cho Obama đủ tín dụng về Libya,"" Truy cập tại Nexis, ngày 26 tháng 10 năm 2011"
"Orlando Sentinel, ""phái đoàn Florida tranh luận vai trò của Mỹ trong các cuộc xung đột nước ngoài,"" Truy cập tại Nexis, ngày 24 tháng 6 năm 2011"
"Tạp chí Tin tức Pensacola, ""Biên tập: Một vũng dài, tốn kém,"" Truy cập trong Nexis, ngày 24 tháng 6 năm 2011"
"Miami Herald, ""Florida trên Afghanistan của Obama: Từ quá nhanh đến không đủ"", ngày 22 tháng 6 năm 2011"
"Bài đăng trên Facebook, ""5 người đóng góp chiến dịch hàng đầu"", được truy cập vào ngày 27 tháng 4 năm 2012"
"OpenSecrets.org, những người đóng góp hàng đầu của Barack Obama, đã truy cập vào ngày 27 tháng 4 năm 2012"
"OpenSecrets.org, cộng tác viên hàng đầu của Mitt Romney, đã truy cập vào ngày 27 tháng 4 năm 2012"
CHO TRANG CHỦ Piper
"Văn phòng Thư ký của Hoa Kỳ, trang tìm kiếm chính để tiết lộ vận động hành lang, được truy cập ngày 27 tháng 4 năm 2012"
"Bài đăng trên Facebook trên Bank of America và tạo việc làm, truy cập ngày 24 tháng 4 năm 2012"
"SEIU, ""Big Banks, Bonus Bonanza"""
"Bank of America, báo cáo thường niên, 2011"
"Bloomberg, ""Ngân hàng Mỹ trả tiền thưởng trung bình $ 400.000,"" ngày 3 tháng 2 năm 2010"
"Reuters, ""Ngân hàng trả tiền và tiền thưởng cho năm 2010,"" ngày 8 tháng 2 năm 2011"
"Cuộc phỏng vấn qua email với Satya Thallam, nhà kinh tế học tại Trung tâm Mercatus tại Đại học George Mason, ngày 24 tháng 4 năm 2012"
"Cuộc phỏng vấn qua email với Lawrence J. White, nhà kinh tế học tại Trường Kinh doanh Leonard N. Stern tại Đại học New York, ngày 24 tháng 4 năm 2012"
"Cuộc phỏng vấn qua email với Jerry Dubrowski, phát ngôn viên của Bank of America, ngày 24 tháng 4 năm 2012"
"Người Mỹ chống lại Tiệc trà, bài đăng trên Facebook, được truy cập ngày 19 tháng 4 năm 2012"
"THOMAS, Đạo luật Y tế và Cải cách Truy cập Hôm nay Đạo luật năm 1993, được truy cập ngày 19 tháng 4 năm 2012"
"New York Times, ""Kế hoạch mới nổi vẫn còn tốn kém, vẫn phức tạp"", ngày 24 tháng 6 năm 1994 (truy cập qua Nexis)"
"New York Times, ""Ban điều hành của Hiệp hội nói một thỏa hiệp là gần về sức khỏe,"" ngày 23 tháng 6 năm 1994 (truy cập qua Nexis)"
"New York Times, ""Hillary Clinton tấn công kế hoạch y tế được cung cấp bởi đảng Dân chủ bảo thủ,"" ngày 09 tháng 11 năm 1993 (truy cập thông qua Nexis)"
"Gail Wilensky ""Cải cách y tế: những gì nó sẽ mất để vượt qua?"" (bài viết về Y tế), 1994"
"Kaiser Family Foundation, Tóm tắt Luật Cải cách Y tế Mới, được truy cập ngày 19 tháng 4 năm 2012"
"Associated Press, ""Ủy nhiệm bảo hiểm y tế bắt đầu như một ý tưởng của đảng Cộng hòa,"" ngày 28 tháng 3 năm 2010"
"PolitiFact, ""Hatch từng hỗ trợ một nhiệm vụ cá nhân, Cenk Uygur nói,"" ngày 14 tháng 2 năm 2011"
"Cuộc phỏng vấn qua email với Henry Aaron, đồng chí cao cấp tại Học viện Brookings, ngày 19 tháng 4 năm 2012"
"Cuộc phỏng vấn qua email với John Rother, chủ tịch và CEO của Liên minh quốc gia về chăm sóc sức khỏe và cựu phó chủ tịch điều hành chính sách, chiến lược và các vấn đề quốc tế tại AARP, ngày 19 tháng 4 năm 2012"
"Cuộc phỏng vấn qua email với Gail Wilensky, nhà kinh tế chăm sóc sức khỏe tại Dự án HOPE, ngày 19 tháng 4 năm 2012"
"Cuộc phỏng vấn qua email với Mark V. Pauly, giáo sư về quản lý chăm sóc sức khỏe tại Trường Kinh doanh Wharton của Đại học Pennsylvania, ngày 19 tháng 4 năm 2012"
"Facebook, bài đăng Gas Out, ngày 25 tháng 3 năm 2012"
"Quản lý thông tin năng lượng của Hoa Kỳ, Giá xăng và xăng bán lẻ hàng tuần, được truy cập vào ngày 9 tháng 4 năm 2012"
"Cuộc phỏng vấn qua email với Patrick DeHaan, chuyên gia phân tích xăng dầu cao cấp tại GasBuddy.com, ngày 10 tháng 4 năm 2012"
"Phỏng vấn Avery Ash, quản lý các vấn đề pháp lý tại AAA National, ngày 11 tháng 4 năm 2012"
"AAA, Trung bình hiện tại của tiểu bang, được truy cập ngày 11 tháng 4 năm 2012"
"Snopes.com, Đau trong khí, truy cập ngày 9 tháng 4 năm 2012"
"Sacramento Bee, Nhiều người lái xe bỏ qua cuộc tẩy chay khí đốt quốc gia, ngày 1 tháng 5 năm 1999, được truy cập qua Nexis"
"Associated Press, For Oregonians, sự cần thiết được ưu tiên hơn sự phản đối tại máy bơm, ngày 1 tháng 5 năm 1999, được truy cập thông qua Nexis"
"The Washington Times, Louisiana dựa trên quốc gia Gas Boy Drive Chuyển thành High Gear, 29 tháng 3 năm 2000, truy cập thông qua Nexis"
"MSNBC, Tại sao một ngày tẩy chay 'tẩy chay' sẽ không hoạt động, ngày 8 tháng 5 năm 2007"
"The Christian Science Monitor, giá xăng cao ở Mỹ, nhưng tác động hạn chế, ngày 9 tháng 5 năm 2007"
"Bài đăng trên Facebook về Richard Hayne, truy cập ngày 3 tháng 4 năm 2012"
"Urban Outfitters Inc., trang web của công ty, được truy cập vào ngày 3 tháng 4 năm 2012"
"Hồ sơ của Forbes 2012 của Richard Hayne, cập nhật tháng 3 năm 2012"
"Trung tâm chính trị đáp ứng, xem xét nhà tài trợ, truy cập ngày 3 tháng 4 năm 2012"
"Philadelphia Weekly, ""Quần áo làm cho người đàn ông"", ngày 11 tháng 6 năm 2003"
"Tạp chí Philadelphia, ""Shop Talk"", tháng 4 năm 2007, được truy cập qua Nexis"
"Snopes.com, Richard Hayne, ngày 27 tháng 3 năm 2012"
"Gawker, ""Miley Cyrus ghét Outfitters đô thị, Rick Santorum,"" ngày 28 tháng 3 năm 2011"
"lifenews.com, ""Obama quản trị hoàn thành quy tắc: $ 1 phá thai trong ObamaCare,"" ngày 12 tháng 3 năm 2012"
Văn bản của Đạo luật Bảo vệ Bệnh nhân và Chăm sóc Giá cả Phải chăng
"Bộ Y tế và Dịch vụ Nhân sinh, ""Nguyên tắc Mô hình Theo Quy định Theo Phần 1303 của Đạo luật Chăm sóc Giá cả phải chăng (PL-111-148): Được ban hành Căn cứ vào Lệnh điều hành 13535,"" ngày 24 tháng 3 năm 2010"
"Sở Y tế và Dịch vụ Nhân sinh, quy tắc cuối cùng cho Đạo luật Chăm sóc Giá cả phải chăng"
"Quyết định sức khỏe hàng ngày, ""Are '$ 1 phá thai' thực sự hứa hẹn trong các quy tắc trao đổi bảo hiểm y tế?"" Ngày 6 tháng 3 năm 2012"
"Douglas Johnson và Susan T. Muskett, ""HHS ban hành quy định mới về chương trình ObamaCare cho bảo hiểm phá thai quỹ"", ngày 16 tháng 3 năm 2012"
"Cuộc phỏng vấn qua email với Douglas Johnson, giám đốc lập pháp của Ủy ban quyền sống quốc gia, ngày 20 tháng 3 năm 2012"
"Cuộc phỏng vấn qua email với Tait Sye, người phát ngôn của Planned Parenthood Federation of America, ngày 21 tháng 3 năm 2012"
"Cuộc phỏng vấn qua email với Erin Shields, người phát ngôn của Bộ Y tế và Dịch vụ Nhân sinh, ngày 21 tháng 3 năm 2012"
"Hành động hiện tại, không quảng cáo Rubos Somos, qua YouTube, ngày 27 tháng 1 năm 2012"
"Hành động hiện tại, Chúng tôi không phải là Blondes, qua Presente, được truy cập ngày 8 tháng 2 năm 2012"
"Cuộc phỏng vấn với Roberto Lovato của Presente, ngày 6 tháng 2 năm 2012"
"Pew Hispanic Center, khi trục xuất tăng lên mức kỷ lục, phần lớn người Latin phản đối chính sách của Obama, ngày 28 tháng 12 năm 2011"
"Pew Hispanic Center, những lo lắng bất hợp pháp về xuất nhập cảnh bất hợp pháp, chia tay những người Latin, ngày 28 tháng 10 năm 2010"
"Phỏng vấn Mark Lopez của Trung tâm Tây Ban Nha Pew, ngày 8 tháng 2 năm 2012"
"Quyết định Latino, Tin tức Univision / ABC / Quyết định Latino Kết quả thăm dò ý kiến ​​quốc gia Latino, ngày 24 tháng 1 năm 2012"
"Quyết định của Latino, các quyết định impreMedia-Latino Theo dõi kết quả thăm dò ý kiến, tháng 6 năm 2011"
"Cuộc phỏng vấn qua email với Gabriel Ramon Sanchez của Quyết định Latino, ngày 8 tháng 2 năm 2012"
"Tampa Bay Times, Khi nhập cư, Marco Rubio thúc giục quyền hạ thấp nó, ngày 15 tháng 11 năm 2011"
"Tampa Bay Times, The Buzz: Rubio duy trì sự chống đối với Đạo luật DREAM, ngày 19 tháng 11 năm 2010"
"Tạp chí Phố Wall, lỗi Rubio GOP 'Rhetoric,' ngày 28 tháng 10 năm 2011"
"POLITICO, Marco Rubio gặp khó khăn về nhập cư, ngày 23 tháng 5 năm 2011"
"Bài đăng trên Flickr, ""Chủ nghĩa xã hội của nhà nước Red"", được truy cập vào ngày 26 tháng 1 năm 2012"
"Quỹ thuế, ""Chi tiêu liên bang đã nhận được mỗi đô la thuế được Nhà nước trả, 2005,"" ngày 9 tháng 10 năm 2007"
"Cuộc phỏng vấn qua email với Richard Morrison, phát ngôn viên của Quỹ thuế, ngày 25 tháng 1 năm 2012"
"Cuộc phỏng vấn qua email với Jesse Erlbaum, tác giả của đồ họa ""Chủ nghĩa xã hội chủ nghĩa đỏ"", ngày 26 tháng 1 năm 2012"
"Dịch vụ doanh thu nội bộ, Lợi tức thuế thu nhập cá nhân với tổng thu nhập được điều chỉnh tích cực (AGI) trả về phân loại theo phần trăm thuế, 2009"
"Trung tâm chính sách thuế, phân phối thu nhập tiền mặt và thuế liên bang theo luật hiện hành, theo tỷ lệ phần trăm thu nhập tiền mặt, 2011"
"Bankrate.com, 1 phần trăm hàng đầu: Họ kiếm được bao nhiêu ?, ngày 24 tháng 10 năm 2011"
"Ban dự trữ liên bang, Khảo sát tài chính người tiêu dùng: Các giấy tờ làm việc, truy cập vào ngày 18 tháng 11 năm 2011"
"Viện chính sách kinh tế, Nhà nước làm việc của Mỹ Wealth, 2011, truy cập ngày 18 tháng 11 năm 2011"
"Thời báo New York, Economix: Về điều đó 99 phần trăm…, ngày 23 tháng 3 năm 2011"
"Trung tâm chính trị đáp ứng, hầu hết các thành viên của Quốc hội hưởng trạng thái tài chính mạnh mẽ, mặc dù phục hồi kinh tế chậm chạp của quốc gia, ngày 15 tháng 11 năm 2011"
"Dịch vụ nghiên cứu quốc hội, lương và trợ cấp của Quốc hội, ngày 28 tháng 6 năm 2011"
Cuộc phỏng vấn qua email với Roberton Williams của Trung tâm chính sách thuế
"Cuộc phỏng vấn với Betty Malone, ngày 9 tháng 11 năm 2011"
"Phỏng vấn Stephen Bell, người phát ngôn, Đại diện Hoa Kỳ Steve Scalise, R-La, ngày 9 tháng 11 năm 2011"
"Cuộc phỏng vấn với Sean Spicer, Ủy ban Quốc gia Cộng hòa, ngày 9 tháng 11 năm 2011"
"Email từ Rick Dungey, quản lý quan hệ công chúng, Hiệp hội Cây Giáng sinh Quốc gia, ngày 9 tháng 11 năm 2011"
"Phỏng vấn Bryan Ostlund, giám đốc điều hành, Hiệp hội Cây Giáng sinh Tây Bắc Thái Bình Dương, ngày 9 tháng 11 năm 2011"
"Hiệp hội cây Giáng sinh quốc gia, ""Tuyên bố vị trí NCTA về Chương trình kiểm tra cây thông Noel"", ngày 9 tháng 11 năm 2011"
"Đại diện Hoa Kỳ Steve Scalise, ""Scalise thề sẽ ngăn chặn thuế mới đối với cây Giáng sinh"", Nov. 9, 2011"
"ABC News, ""Chính quyền Obama trì hoãn thuế cây Giáng sinh 15 Cent mới"", Nov. 9, 2011"
"The Hill, ""chính quyền Obama đề xuất thuế cây Giáng sinh 15 xu,"" ngày 9 tháng 11 năm 2011"
"Chicago Tribune, ""thuế cây Giáng sinh để quảng bá điều thực sự"", ngày 9 tháng 11 năm 2011"
"Fox News, ""Nhà Trắng bên lề Cây Giáng sinh 'Thuế"", ""ngày 9 tháng 11 năm 2011"
"Los Angeles Times, ""Tổng thống Obama có phải là Grinch đã đánh thuế cây Giáng sinh không?"" 9, 2011"
"Email từ Robert Litan, phó chủ tịch nghiên cứu và chính sách tại Quỹ Ewing Marion Kauffman, ngày 9 tháng 11 năm 2011"
"Email từ Dan Mitchell, Viện Cato, ngày 9 tháng 11 năm 2011"
"USDA, Dịch vụ tiếp thị nông nghiệp"
"Tổ chức Di sản, ""Obama không thể chờ đợi: Thuế cây Giáng sinh mới của ông,"" ngày 8 tháng 11 năm 2011"
"Email từ Paul Van de Water, đồng chí cao cấp của Trung tâm ngân sách và ưu tiên chính sách, ngày 9 tháng 11 năm 2011"
"Email từ Kevin Hassett, nhà kinh tế học tại Viện Doanh nghiệp Mỹ, ngày 9 tháng 11 năm 2011"
"Bài đăng trên blog của Uppity Wisconsin, ""Tightwad Scotty tự tăng lương cho mình, các quan chức được bầu khác,"" Tháng Mười. 25, 2011"
"Bài đăng trên blog nhận thức về sự không đồng thuận, ""Trò chơi của Walker có trả tiền: không có gì mới dưới ánh mặt trời"", ngày 26 tháng 10 năm 2011"
"Milwaukee Journal Sentinel, ""Kế hoạch sẽ đóng băng lương của công nhân nhà nước trong hai năm,"" Tháng Mười. 25, 2011"
"WISC-TV ""Kế hoạch trả lương của Thống đốc không tăng lương của ông ấy"", ngày 27 tháng 10 năm 2011"
"Cuộc phỏng vấn qua điện thoại, Tim Lundquist, phát ngôn viên, Cục Quản lý Wisconsin, ngày 27 tháng 10 năm 2011"
"Memo, Greg Gracz, Giám đốc Văn phòng Quan hệ Nhân dụng Nhà nước, ngày 27 tháng 10 năm 2011"
"Thông cáo báo chí, Marty Beil, giám đốc điều hành của Liên bang Nhân viên Tiểu bang Wisconsin, Hội đồng AFSCME 24, ngày 28 tháng 10 năm 2011"
"Email, Cullen Werwie, người phát ngôn, Thống đốc Scott Walker, ngày 26 tháng 10 năm 2011"
Wisconsin lập pháp tham khảo Văn phòng báo cáo tiền lương
Wisconsin Blue Book
"Văn phòng tham khảo lập pháp, ""Lương của các quan chức được bầu có hiệu lực vào tháng 1 năm 2011."""
"Bài đăng trên blog, ngày 23 tháng 10 năm 2011"
"Myles Spicer, ""Điểm số của đảng Cộng hòa về tạo việc làm là ... không!"" (bài đăng trên blog tại Daily Kos), ngày 21 tháng 10 năm 2011"
"opencongress.org, trang phát hành cho ""tạo việc làm"", được truy cập vào ngày 24 tháng 10 năm 2011"
"opencongress.org, trang vấn đề chính, truy cập ngày 24 tháng 10 năm 2011"
"Cuộc phỏng vấn qua email với Don Wolfensberger, học giả quốc hội tại Trung tâm quốc tế Woodrow Wilson cho các học giả, ngày 24 tháng 10 năm 2011"
"Cuộc phỏng vấn qua email với David Moore, giám đốc điều hành của Quỹ Chính trị có sự tham gia, ngày 24 tháng 10 năm 2011"
"Cuộc phỏng vấn qua email với Myles Spicer, blogger tự do, ngày 24 tháng 10 năm 2011"
"Biểu đồ, được đăng rộng rãi trên Facebook"
"Daily Kos, ""Biểu đồ trong tuần: Giám đốc điều hành của Hoa Kỳ: Tỷ lệ thanh toán cho người lao động là 475: 1,"" ngày 6 tháng 10 năm 2011"
"Viện Chính sách kinh tế, ""Tỷ lệ tổng giám đốc điều hành trung bình bù trực tiếp cho bồi thường lao động sản xuất trung bình, 1965-2009"" (biểu đồ), truy cập ngày 10 tháng 10 năm 2011"
"Viện Nghiên cứu Chính sách, ""Executive Excess 2011: Khảo sát Bồi thường Điều hành Hàng năm lần thứ 18,"" ngày 31 tháng 8 năm 2011"
"Viện Nghiên cứu Chính sách, ""Executive Excess 2006: Khảo sát Bồi thường Điều hành Hàng năm lần thứ 13,"" ngày 30 tháng 8 năm 2006"
"Thomas Prosser, ""bồi thường điều hành và khủng hoảng kinh tế"", (bài trình bày tại một hội nghị được tài trợ bởi Trung tâm đào tạo quốc tế của Tổ chức Lao động quốc tế), tháng 11 năm 2009"
"Adam Choate, Dana Rowzee và Jerrod Tinsley, ""Giám đốc điều hành Pay Rates: U.S. vs. Foreign Nations,"" ngày 17 tháng 11 năm 2005"
"John Alexander Burton và Christian E. Weller, ""Supersize This: Làm thế nào CEO Pay Took Off Trong khi Mỹ Trung Cấp Đấu tranh"" (giấy cho Trung tâm cho tiến bộ của Mỹ), tháng 5 năm 2005"
"Cuộc phỏng vấn qua email với Sarah Anderson, Giám đốc dự án kinh tế toàn cầu tại Viện Nghiên cứu Chính sách, ngày 10 tháng 10 năm 2011"
"Phỏng vấn Karen Conner, phát ngôn viên của Viện Chính sách kinh tế, 10/10/2011"
"Phỏng vấn Mark Kroll, Hiệu trưởng Trường Kinh doanh tại Đại học Texas (Brownsville), ngày 10 tháng 10 năm 2011"
"PolitiFact Oregon, ""Các blogger cho rằng Peter DeFazio và Earl Blumenauer là những người theo chủ nghĩa xã hội"", ngày 29 tháng 8 năm 2011"
"Sovereign Citizens United, trang web truy cập vào ngày 12 tháng 8 năm 2011"
"Cuộc phỏng vấn qua điện thoại, văn phòng đại diện Marcia Fudge, ngày 31 tháng 8 năm 2011"
"Cuộc phỏng vấn qua điện thoại, văn phòng đại diện Marcy Kaptur, ngày 31 tháng 8 năm 2011"
"Trao đổi email, văn phòng đại diện Dennis Kucinich, ngày 31 tháng 8 năm 2011"
"Cuộc phỏng vấn qua điện thoại; Frank Llewellyn và Maria Svart, các nhà xã hội chủ nghĩa dân chủ của Mỹ, ngày 22 tháng 8."
Quốc hội tiến bộ Caucus
"The Wall Street Shuffle, trang web cho các đài phát thanh nói chuyện Dan Cofall và Dan Stewart, Dallas-Ft. Worth, Texas"
"Trao đổi email, văn phòng đại diện Peter DeFazio, ngày 18 tháng 8 năm 2011"
"Trao đổi email, văn phòng đại diện Earl Blumenauer, ngày 18 tháng 8 năm 2011"
"Phỏng vấn qua điện thoại, Brad Bauman, giám đốc điều hành, Progressional Progressives Caucus, Washington, ngày 1 tháng 9 năm 2011"
"Phỏng vấn qua điện thoại, Frank Llewellyn và Maria Svart, Dân chủ Xã hội chủ nghĩa Hoa Kỳ, ngày 22 tháng 8 năm 2011"
"The Wall Street Shuffle, trang web cho các đài phát thanh nói chuyện Dan Cofall và Dan Stewart, Dallas-Ft. Worth"
"Trang web, Đại hội Progressive Caucus"
"Trang web, Công dân chủ quyền Hoa"
"Tại sao người Mỹ tiếp tục bầu các chính trị gia xã hội chủ nghĩa này vào Quốc hội? Trang web công dân Hoa Kỳ, ngày 12 tháng 8 năm 2011"
"Các blogger cho rằng Peter DeFazio và Earl Blumenauer là những nhà xã hội chủ nghĩa, PolitiFact Oregon, ngày 29 tháng 8 năm 2011"
"Cơ sở dữ liệu đăng ký cử tri St. Petersburg Times, được truy cập ngày 30 tháng 8 năm 2011"
"Chủ nghĩa xã hội ở Mỹ, bởi Henry Lamb, truy cập ngày 31 tháng 8 năm 2011"
"Trang web Dân chủ Xã hội chủ nghĩa của Hoa Kỳ, truy cập ngày 31 tháng 8 năm 2011"
"Trang web Ca phẫu thuật Quốc hội, truy cập ngày 31 tháng 8 năm 2011"
"Bachus có nói về CPC không? Blog về Quốc hội của POLITICO, ngày 10 tháng 4 năm 2009"
"Bachus nói với các quan chức thành phố và quận rằng ông lo lắng về các nhà xã hội chủ nghĩa trong Quốc hội, Tin tức Birmingham, ngày 9 tháng 4 năm 2009"
"Obama có thể để 'các nhà xã hội' đẩy anh ta đi, Birmingham News, ngày 10 tháng 4 năm 2009"
"Đại diện Hoa Kỳ Mo Brooks rút lại nhận xét 'xã hội chủ nghĩa', blog Sweet Home Potomac của Birmingham News, ngày 16 tháng 4 năm 2011"
"Cuộc phỏng vấn với Henry James, tác giả của trang web ""Chủ nghĩa xã hội ở Mỹ"", ngày 31 tháng 8 năm 2011"
"Cuộc phỏng vấn với Brad Bauman, Giám đốc điều hành Progressive Caucus Quốc hội, ngày 31 tháng 8 năm 2011"
"Allen West bảo vệ tiệc trà, có thể rời khỏi Quốc hội đen Caucus, blog The St. Petersburg Times 'The Buzz, ngày 31 tháng 8 năm 2009"
"Trang web Progressive Promise, Congressional Progressive Caucus, được truy cập vào ngày 31 tháng 8 năm 2011"
"70, The Wall Street Shuffle, trang web cho các máy phát thanh nói chuyện Dan Cofall và Dan Stewart, Dallas-Ft. Worth, Tex."
"Đảng Xã hội chủ nghĩa Hoa Kỳ ra mắt tên của 70 thành viên đảng Dân chủ của Quốc hội Ai là thành viên của Quốc hội, Conservatebyte.com, ngày 16 tháng 8 năm 2011"
"Trao đổi email với Ruth Miller, quản trị viên của Sovereign Citizens United, ngày 31 tháng 8 năm 2001"
"Sen. Bernie Sanders on-ed, Huffington Post, ngày 22 tháng 4 năm 2009"
"Hồ sơ của Alcee Hastings, Who Runs Gov.com của Washington Post, đã truy cập vào ngày 31 tháng 8 năm 2011"
"Andre Carson: Tiệc trà muốn người da đen treo trên cây ', POLITICO, ngày 31 tháng 8 năm 2011"
"Nhóm đã làm cho nó đúng bằng cách kêu gọi các nhà xã hội chủ nghĩa không ?, PolitiFact Georgia, ngày 1 tháng 9 năm 2011"
"Keywiki.org, Diễn đàn tiến bộ của Quốc hội"
"PolitiFact Oregon, các blogger cho rằng Peter DeFazio và Earl Blumenauer là những người xã hội chủ nghĩa, 29 tháng 8"
"Cuộc phỏng vấn qua điện thoại; Frank Llewellyn và Maria Svart, các nhà xã hội chủ nghĩa dân chủ của Mỹ, ngày 22 tháng 8."
"Trang web, Đại hội Progressive Caucus"
"Trao đổi email, văn phòng đại diện Peter DeFazio, ngày 18 tháng 8"
"Trao đổi email, văn phòng đại diện Earl Blumenauer, ngày 18 tháng 8"
"The Wall Street Shuffle, trang web cho các đài phát thanh nói chuyện Dan Cofall và Dan Stewart, Dallas-Ft. Worth, Tex."
"Trang web, ngày 12 tháng 8, Công dân có chủ quyền Hoa Kỳ"
"Trang web, ngày 30 tháng 8, The Obama File"
"Cuộc phỏng vấn qua điện thoại với Đại diện Donald Payne, ngày 30-31 tháng 8 năm 2011"
"Cuộc phỏng vấn qua điện thoại và email với Richard McGrath, người phát ngôn của Đại sứ Frank Pallone, ngày 30-31 tháng 8 năm 2011"
"Cuộc phỏng vấn qua điện thoại; Frank Llewellyn và Maria Svart, các nhà xã hội chủ nghĩa dân chủ của Mỹ, ngày 22 tháng 8."
"Trang web, Đại hội Progressive Caucus"
"Trao đổi email, văn phòng đại diện Peter DeFazio, ngày 18 tháng 8"
"Trao đổi email, văn phòng đại diện Earl Blumenauer, ngày 18 tháng 8"
"The Wall Street Shuffle, trang web cho các đài phát thanh nói chuyện Dan Cofall và Dan Stewart, Dallas-Ft. Worth, Tex."
"Trang web, ngày 12 tháng 8, Công dân có chủ quyền Hoa Kỳ"
"Blog về bột giấy hàng ngày của Broward-Palm Beach, ""Allen West vi phạm luật liên bang trong chuyến đi lặn cuối tuần,"" ngày 14 tháng 6 năm 2011"
"Mã Hoa Kỳ, Tôn trọng Cờ, được truy cập vào ngày 17 tháng 6 năm 2011"
"Miami Herald, ""Đại diện Allen West dẫn các cựu chiến binh về lặn yêu nước"", ngày 12 tháng 6 năm 2011"
"Politico, ""Allen West đã gắn cờ cho lặn SCUBA với Old Glory,"" ngày 14 tháng 6 năm 2011"
"Bài đăng trên blog của Bưu điện Washington, ""Ngày cờ, đại diện Allen West gặp khó khăn khi lặn với cờ"", ngày 14 tháng 6 năm 2011"
"Tiêu chuẩn hàng tuần, ""Không, đại diện Allen West, R-Fla., Đã không tha thứ cho lá cờ"", ngày 15 tháng 6 năm 2011"
"Phỏng vấn, phát ngôn viên Allen West của Hoa Kỳ Angela Sachitano, ngày 15 tháng 6 năm 2011"
"Phỏng vấn, cựu luật sư Hoa Kỳ Kendall Coffey, ngày 16-17 tháng 6 năm 2011"
