claim,page_citation,page_is_first_citation
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Tuyên bố của Tổng thống về dịp lễ Eid al-Fitr,"" ngày 7 tháng 8 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Lời chào Rosh Hashanah của Tổng thống Obama"", ngày 13 tháng 9 năm 2012",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Tuyên bố của Tổng thống vào cuối tuần lễ Phục Sinh,"" ngày 29 tháng 3 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Tuyên bố Tổng thống - Ngày Tự do Tôn giáo,"" ngày 16 tháng 1 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Tuyên bố Tổng thống - Ngày Cầu nguyện Quốc gia, 2013,"" ngày 1 tháng 5 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Tuyên bố Tổng thống - Cầu nguyện vì Hòa bình, Ngày Tưởng niệm, 2013,"" ngày 24 tháng 5 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng Di sản Mỹ Do Thái, 2013,"" ngày 30 tháng 4 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng Di sản Người Mỹ gốc Á và Người Thái Bình Dương,"" 2013, ""ngày 30 tháng 4 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng Di sản Người Mỹ gốc Ailen, 2013,"" ngày 28 tháng 2 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng Di sản Tây Ban Nha Quốc gia, 2013,"" ngày 13 tháng 9 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng đánh giá âm nhạc người Mỹ gốc Phi,"" 2013, ""ngày 31 tháng 5 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Nhà Trắng, ""Tuyên bố Tổng thống - Tháng Di sản Mỹ-Caribê Quốc gia, 2013,"" ngày 31 tháng 5 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Văn phòng Thị trưởng Quận Columbia, ""Người Hồi giáo của Quận Thị trưởng Grey Wishes là một lễ Ramadan hạnh phúc,"" ngày 8 tháng 7 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Hội đồng về Quan hệ Mỹ-Hồi giáo, ""Thị trưởng D.C. Vincent C. Gary tuyên bố tuyên dương tháng 10 là tháng Di sản Hồi giáo của Hoa Kỳ,"" ngày 1 tháng 10 năm 2013, qua Facebook",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Bảo tàng di sản Hồi giáo Mỹ, Quận Columbia Thị trưởng Vincent Gray tuyên bố Tháng di sản Hồi giáo, ngày 29 tháng 9 năm 2012, qua Facebook",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Bảo tàng Di sản Hồi giáo của Hoa Kỳ, được truy cập vào ngày 2 tháng 10 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Snopes, ""November Surprise,"" ngày 28 tháng 9 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Cuộc phỏng vấn qua email với Doxie McCoy, quản lý truyền thông cấp cao của Thị trưởng Vincent Gray, ngày 3 tháng 8 năm 2013",0
Obama tuyên bố tháng đánh giá Hồi giáo quốc gia tháng 11.,"Phỏng vấn Ibrahim Hooper, giám đốc truyền thông quốc gia, Hội đồng Quan hệ Mỹ-Hồi giáo, ngày 3 tháng 10 năm 2013",0
"Warren Buffett gần đây đã nói ""Obamacare phế liệu và bắt đầu tất cả hơn.""","Money Morning (blog), ""Buffett: Obamacare phế liệu và bắt đầu tất cả,"" ngày 13 tháng 9 năm 2013",1
"Warren Buffett gần đây đã nói ""Obamacare phế liệu và bắt đầu tất cả hơn.""","CNBC, đoạn phỏng vấn với Warren Buffett, ngày 1 tháng 3 năm 2013",0
"Warren Buffett gần đây đã nói ""Obamacare phế liệu và bắt đầu tất cả hơn.""","Politico, ""Warren Buffett sẽ phế liệu hóa đơn chăm sóc sức khỏe"", ngày 1 tháng 3 năm 2010",0
"Warren Buffett gần đây đã nói ""Obamacare phế liệu và bắt đầu tất cả hơn.""","Bloomberg, ""Buffett nói luật sức khỏe là bước để sửa chữa 'sán dây' trong nền kinh tế,"" ngày 13 tháng 7 năm 2012",0
"Warren Buffett gần đây đã nói ""Obamacare phế liệu và bắt đầu tất cả hơn.""","Tiêu chuẩn hàng tuần, ""Warren Buffett: Phế liệu Obamacare và bắt đầu lại"", ngày 17 tháng 9 năm 2013",0
"Warren Buffett gần đây đã nói ""Obamacare phế liệu và bắt đầu tất cả hơn.""","Wall Street Journal, blog James Taranto, ngày 17 tháng 9 năm 2013",0
"Warren Buffett gần đây đã nói ""Obamacare phế liệu và bắt đầu tất cả hơn.""","NewsBusters, ""Warren Buffett muốn ObamaCare bị loại bỏ, Will Media báo cáo nó?"" Ngày 17 tháng 9 năm 2013",0
"Warren Buffett gần đây đã nói ""Obamacare phế liệu và bắt đầu tất cả hơn.""","Cuộc phỏng vấn qua email với Debbie Bosanek, trợ lý của Warren Buffett, ngày 17 tháng 9 năm 2013",0
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"Bài đăng trên Facebook trên Facebook, Chúa Giêsu yêu You.org, ""Sự hiệp thông trên mặt trăng""",1
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"The Washington Post, trên blog Faith, ""Dưới Đức Chúa Trời: Lần đầu tiên trên mặt trăng,"" David Waters, ngày 20 tháng 7 năm 2009",0
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"YouTube, video về sự hiệp thông trên Mặt trăng, từ các phim ngắn, ""Từ Trái đất đến Mặt trăng"", Tập 6, được đăng, ngày 14 tháng 7 năm 2009",0
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"Google Books, ""Desolation Magnificent: The Long Journey Trang chủ từ Mặt trăng,"" Buzz Aldrin với Ken Abraham, xuất bản ngày 23 tháng 6 năm 2009",0
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"Google Sách, ""Sứ mệnh đến sao Hỏa: Tầm nhìn của tôi về thăm dò không gian"", Buzz Aldrin cùng Leonard David, xuất bản ngày 7 tháng 5 năm 2013",0
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"IMDB, ""Từ Trái Đất đến Mặt Trăng""",0
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"Lưu trữ bài viết Guideposts, ""Communion in Space"", do Buzz Aldrin, tháng 10 năm 1970",0
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"CNN, ""Tầm nhìn của du hành vũ trụ Buzz Aldrin về du lịch vũ trụ cho quần chúng"", ngày 15 tháng 8 năm 2013",0
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"Daily Mail trực tuyến, ""Tiết lộ: Buzz Aldrin đã nhận Rước lễ trên mặt trăng (nhưng NASA giữ bí mật),"" ngày 21 tháng 7 năm 2013",0
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"TIME Swampland, ""Sự hiệp thông bí mật trên mặt trăng: Kỷ niệm 44 năm,"" Elizabeth Dias, ngày 20 tháng 7 năm 2013",0
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"Lịch sử NASA, Chương 8.4 ""Cuộc thám hiểm Apollo lên mặt trăng""",0
Bữa ăn đầu tiên trên mặt trăng là Lễ thánh.,"Webster Presbyterian Church, Lịch sử nhà thờ, Lễ hội âm lịch",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Examiner.com, ""Điều khoản Obamacare sẽ cho phép thanh tra nhà"" buộc ""bởi các đại lý chính phủ,"" ngày 15 tháng 8 năm 2013",1
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Gateway Pundit, ""SHOCKING: Dự phòng Obamacare sẽ cho phép Thanh tra nhà"" buộc "","" ngày 15 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Trước đó là Tin tức, ""QUY ĐỊNH VỀ OBAMACARE: NHỮNG KIỂM SOÁT CHỦ CẦN - Rõ ràng, bất kỳ gia đình nào cũng có thể được các đại lý trả tiền liên bang đến thăm vì hầu hết mọi lý do. Theo một điều khoản của Obamacare, hàng triệu người Mỹ sẽ được nhắm mục tiêu - ĐÂY LÀ TẠI SAO IRS ĐƯỢC ĐÀO TẠO VỚI AR -15′S, ""ngày 15 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Báo chí miễn phí phương Tây, ""Obamacare chứa điều khoản cho thanh tra nhà FORCED,"" ngày 15 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Những người giữ lời tuyên thệ, ""QUYỀN SỞ HỮU OBAMACARE:"" CẦN ""KIỂM SOÁT TRANG CHỦ"", ngày 15 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","MinutemenNews.com, ""Điều khoản Obamacare: Kiểm tra trang chủ 'Buộc',"" ngày 15 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Outpost Tự do, ""Obamacare Provision: Kiểm tra Trang chủ 'Buộc',"" ngày 14 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","BenSwann.com, ""Điều khoản Obamacare: Kiểm tra nhà"" buộc "","" ngày 13 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Greenville Post, ""Tiểu ban SC House cung cấp báo cáo thuận lợi cho Nullify Obamacare (Video)"", ngày 20 tháng 3 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Greenville Post, ""Kiểm tra trang chủ bắt buộc Obamacare"", ngày 10 tháng 8 năm 2013, qua YouTube",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Văn phòng In ấn Chính phủ, Đạo luật Bảo vệ Bệnh nhân và Chăm sóc Giá cả phải chăng, ngày 23 tháng 3 năm 2010",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Đại hội đồng Nam Carolina, ""VIỆC BẢO VỆ CHĂM SÓC SỨC KHỎE SỨC KHỎE SOUTH CAROLINA"", ngày 29 tháng 5 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Cơ quan Lập pháp Nam Carolina, ""Ủy ban Lưu trữ Video: Ủy ban Tư pháp Nhà - Tiểu ban Tư pháp Hiến pháp Tư pháp,"" ngày 20 tháng 3 năm 2013 (Kent Masterson Brown nói khoảng 23 phút)",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Y tế & Dịch vụ Nhân sinh Hoa Kỳ, ""HHS thông báo $ 224 triệu để hỗ trợ các chương trình thăm viếng tại nhà dựa trên bằng chứng để giúp phụ huynh và trẻ em,"" ngày 22 tháng 9 năm 2011",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Dịch vụ Y tế & Nhân sinh của Hoa Kỳ, ""Chương trình Thăm viếng Nhà của Trẻ em, Trẻ sơ sinh và Trẻ nhỏ"", ngày 21 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Y tế & Dịch vụ Nhân sinh của Hoa Kỳ, ""Bằng chứng về hiệu quả thăm viếng tại nhà"", được truy cập ngày 21 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Pew Charitable Trust, ""Chiến dịch thăm viếng tại nhà"", được truy cập ngày 21 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Trung tâm quốc gia về trẻ em nghèo, ""Chuyến thăm tại nhà của nhà nước,"" tháng 3 năm 2009",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Tạp chí của Hiệp hội Y khoa Hoa Kỳ, ""Hiệu quả dài hạn của việc thăm viếng tại nhà trong cuộc sống của bà mẹ và lạm dụng và bỏ bê trẻ em: Mười lăm năm theo dõi một thử nghiệm ngẫu nhiên,"" ngày 27 tháng 8 năm 1997",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Phỏng vấn Joshua Cook, blogger cho BenSwann.com, ngày 19 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Phỏng vấn Kent Masterson Brown, luật sư, ngày 19 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Cuộc phỏng vấn qua email với Samantha Miller, các vấn đề công cộng, Quản lý Tài nguyên và Dịch vụ Sức khỏe cho Dịch vụ Sức khỏe & Nhân sinh Hoa Kỳ, ngày 19 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Phỏng vấn Kay Johnson, trợ lý giáo sư nhi khoa, Trường Y khoa Dartmouth, ngày 21 tháng 8 năm 2013",0
"Việc cung cấp Obamacare sẽ cho phép ""các kiểm tra viên cưỡng bức"" của các đại lý chính phủ.","Phỏng vấn Sara Rosenbaum, giáo sư về luật và chính sách y tế, Trường Y tế Công cộng và Y tế Đại học George Washington, ngày 19 tháng 8 năm 2013",0
Chín mươi triệu người Mỹ không hoạt động hoặc không tìm việc làm.,"Cục Thống kê Lao động, ""Thống kê Lực lượng lao động từ Điều tra dân số hiện tại"", được truy cập vào ngày 29 tháng 7 năm 2013",1
Chín mươi triệu người Mỹ không hoạt động hoặc không tìm việc làm.,"Cục Thống kê Lao động, bảng thuật ngữ, truy cập ngày 30 tháng 7 năm 2013",0
Chín mươi triệu người Mỹ không hoạt động hoặc không tìm việc làm.,"Cục điều tra dân số Hoa Kỳ, ""Thành phần tuổi và giới tính: 2010,"" tháng 5 năm 2011",0
Chín mươi triệu người Mỹ không hoạt động hoặc không tìm việc làm.,"Cục điều tra dân số Hoa Kỳ, ""Thành phần tuổi và giới tính ở Hoa Kỳ: 2011"", được truy cập vào ngày 30 tháng 7 năm 2012",0
Chín mươi triệu người Mỹ không hoạt động hoặc không tìm việc làm.,"Trung tâm Thống kê Giáo dục Quốc gia, ""Bảng 196. Ghi danh, nhân viên và bằng cấp / chứng chỉ được trao cho các học viện sau trung học tham gia các chương trình Title IV, theo cấp độ và kiểm soát của tổ chức, giới tính của sinh viên, loại nhân viên và loại bằng cấp: Mùa thu 2009 và 2009-10 """,0
Chín mươi triệu người Mỹ không hoạt động hoặc không tìm việc làm.,"PolitiFact, ""Đại diện Cathy McMorris Rodgers nói ít giờ làm việc hơn bất kỳ thời điểm nào kể từ năm 1979,"" ngày 12 tháng 4 năm 2013",0
Chín mươi triệu người Mỹ không hoạt động hoặc không tìm việc làm.,"Cuộc phỏng vấn qua email với Tara Sinclair, nhà kinh tế học tại Đại học George Washington, ngày 29 tháng 7 năm 2013",0
"Texas xếp hạng: # 1 trong cái chết của người lao động, # 1 lượng khí thải carbon, # 50 trong sinh viên tốt nghiệp trung học, # 50 tài trợ cho bệnh nhân tâm thần.","Tin nhắn Facebook (trích dẫn), thông tin sao lưu được cung cấp bởi những người dừng mua GOP vĩnh cửu, ngày 18 tháng 6 năm 2013",1
"Texas xếp hạng: # 1 trong cái chết của người lao động, # 1 lượng khí thải carbon, # 50 trong sinh viên tốt nghiệp trung học, # 50 tài trợ cho bệnh nhân tâm thần.","Các bài báo về Truth-O-Meter, ""biên tập Sacramento Bee nói Texas là người cuối cùng trong việc chi tiêu chăm sóc sức khỏe tâm thần,"" ngày 8 tháng 2 năm 2013; ""Rick Perry nói Texas có tỷ lệ tốt nghiệp trung học cao thứ ba,"" một sự thay đổi đáng kể "","" ngày 11 tháng 2 năm 2013; ""Biên tập California nói Texas đứng đầu về lượng khí thải carbon dioxide và các chất phóng thích độc hại vào nước"", ngày 13 tháng 2 năm 2013; ""Jim Marston nói Texas dẫn đầu quốc gia trong những tai nạn công nghiệp gây tử vong"", ngày 8 tháng 5 năm 2013",0
"Texas xếp hạng: # 1 trong cái chết của người lao động, # 1 lượng khí thải carbon, # 50 trong sinh viên tốt nghiệp trung học, # 50 tài trợ cho bệnh nhân tâm thần.","Tài liệu, ""Điều tra dân số năm 2011 về thương tích chết người gây tử vong Tỷ lệ thương tích lao động, Nhà nước của Nhà nước,"" Cục Thống kê Lao động Hoa Kỳ, ngày 20 tháng 9 năm 2012 (nhận được qua email từ Cheryl Abbot, ngày 20 tháng 6 năm 2013)",0
"Texas xếp hạng: # 1 trong cái chết của người lao động, # 1 lượng khí thải carbon, # 50 trong sinh viên tốt nghiệp trung học, # 50 tài trợ cho bệnh nhân tâm thần.","Bảng tính, người lớn ở Hoa Kỳ có bằng trung học, theo tiểu bang, Khảo sát cộng đồng người Mỹ năm 2011 (nhận được qua email từ Robert Bernstein, Cục điều tra dân số Hoa Kỳ, ngày 11 tháng 7 năm 2013)",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Breitbart, ""Dự luật di trú mới có người nộp thuế trợ cấp Obamacars cho thanh thiếu niên"", ngày 24 tháng 6 năm 2013",1
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Breitbart, ""Thông cáo báo chí của Rubio kêu gọi Breitbart, mâu thuẫn với CBO"", ngày 25 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Washington Examiner, ""Sửa đổi mới bổ sung hóa đơn việc làm cho kế hoạch nhập cư Gang of Eight,"" ngày 23 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Fox News, Phỏng vấn Laura Ingraham, ngày 25 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Hiếm, ""Người di chuyển hóa đơn nhập cư đưa tay Obama miễn phí cho trẻ em"", ngày 24 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Huffington Post, ""Sửa đổi an ninh biên giới đối với hóa đơn di trú xóa bỏ trở ngại lớn"", ngày 24 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","PolitiFact, ""Những người nhập cư sẽ nhận được điện thoại di động miễn phí theo đề xuất mới, các blogger tuyên bố,"" ngày 19 tháng 4 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Cuộc bỏ phiếu bầu của Thượng viện Hoa Kỳ, sửa đổi Thượng viện 1183 thành S. 744, ngày 24 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Văn phòng Ngân sách Quốc hội, Phân tích sửa đổi Thượng viện 1183, ngày 24 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Thượng nghị sĩ Marco Rubio thông cáo báo chí, ""Hãy nhớ huyền thoại MarcoPhone? Bây giờ chúng ta có huyền thoại của ObamaCar,"" ngày 25 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Sen. Bernie Sanders thông cáo báo chí, ""Sanders thanh niên chương trình việc làm tiến bộ trong Thượng viện,"" ngày 21 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Sen. Bernie Sanders, Tờ thông tin về chương trình việc làm, ngày 21 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Thượng nghị sĩ Bernie Sanders, Chức danh V Jobs cho việc sửa đổi giới trẻ, Giới thiệu ngày 17 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Nhà Trắng, ""Tờ Thông tin: Đạo luật Việc làm của Hoa Kỳ,"" ngày 8 tháng 9 năm 2011",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Văn phòng In ấn Chính phủ, ngày 12 tháng 12 năm 2011",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Phỏng vấn, Alex Conant, Thượng nghị sĩ Marco Rubio, ngày 25 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Phỏng vấn, Michael Briggs, Thượng nghị sĩ Bernie Sanders, ngày 25 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Phỏng vấn, Warren Gunnels, cố vấn chính sách cao cấp cho Thượng nghị sĩ Bernie Sanders, ngày 25 tháng 6 năm 2013",0
"Các hóa đơn di trú bao gồm miễn phí ""Obamacars"", xe máy hoặc xe tay ga.","Thượng nghị sĩ Bernie Sanders, Tuyên bố về PolitiFact về chương trình việc làm, ngày 25 tháng 6 năm 2013",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","adamvstheman.com, meme, truy cập ngày 21 tháng 6 năm 2013",1
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","The Libertarian hoài nghi, ""Kiểm tra thực tế Ben Swann: Anh có thực sự bạo lực gấp 5 lần Mỹ không?"", Ngày 12 tháng 1 năm 2013",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","U.K. Văn phòng Thống kê Quốc gia, ""Bản tin Bàn - Tội phạm ở Anh và xứ Wales, Năm Kết thúc Tháng 12 năm 2012"", được truy cập ngày 21 tháng 6 năm 2013",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","U.K. Văn phòng Thống kê Quốc gia, ""Ước tính Dân số Tổng số người cho Vương quốc Anh, các nước và khu vực cấu thành - Giữa năm 1971 đến giữa năm 2010"", được truy cập ngày 21 tháng 6 năm 2013",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","FBI, ""Bảng 2: Tội phạm ở Hoa Kỳ theo loại cộng đồng"", 2011",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","Cục Điều tra Dân số Hoa Kỳ, ""QuickFacts Tiểu bang & Quận"", được truy cập ngày 21 tháng 6 năm 2013",0
