claim,page_citation,claim_label
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","U.K. Văn phòng Thống kê Quốc gia, ""Bản tin Bàn - Tội phạm ở Anh và xứ Wales, Năm Kết thúc Tháng 12 năm 2012"", được truy cập ngày 21 tháng 6 năm 2013",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","U.K. Văn phòng Thống kê Quốc gia, ""Ước tính Dân số Tổng số người cho Vương quốc Anh, các nước và khu vực cấu thành - Giữa năm 1971 đến giữa năm 2010"", được truy cập ngày 21 tháng 6 năm 2013",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","FBI, ""Bảng 2: Tội phạm ở Hoa Kỳ theo loại cộng đồng"", 2011",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","Cục Điều tra Dân số Hoa Kỳ, ""QuickFacts Tiểu bang & Quận"", được truy cập ngày 21 tháng 6 năm 2013",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","Viện nghiên cứu tội phạm và tư pháp liên hợp quốc, ""Nạn nhân hình sự trong quan điểm quốc tế: Những phát hiện chính từ ICVS 2004-2005 và ICS EU""",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","Báo cáo tội phạm, ""Tăng trong các cuộc tấn công đơn giản thúc đẩy tỷ lệ tội phạm của Mỹ"", ngày 17 tháng 10 năm 2012",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","The Telegraph, ""Anh là thủ đô tội phạm bạo lực của châu Âu,"" ngày 2 tháng 7 năm 2009",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","Daily Mail, ""Quốc gia bạo lực nhất ở châu Âu: Anh cũng tồi tệ hơn Nam Phi và Hoa Kỳ"", ngày 2 tháng 7 năm 2009",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","Crimesolutions.gov, ""Nạn nhân & nạn nhân"", được truy cập ngày 21 tháng 6 năm 2013",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","Cuộc phỏng vấn qua email với Daniel Bier, biên tập viên điều hành của blog Skeptical Libertarian, ngày 21 tháng 6 năm 2013",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","Cuộc phỏng vấn qua email với Eugene O’Donnell, nhà tội phạm học tại Đại học Tư pháp hình sự John Jay, ngày 21 tháng 6 năm 2013",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","Phỏng vấn James Alan Fox, một nhà tội phạm học tại Đại học Northeastern, ngày 21 tháng 6 năm 2013",0
"Có hơn 2.000 tội phạm được ghi nhận trên 100.000 dân ở Vương quốc Anh, so với ""466 tội phạm bạo lực trên 100.000 người"" tại Hoa Kỳ.","Cuộc phỏng vấn qua email với Shane D. Johnson, giáo sư tại Đại học Khoa học an ninh và tội phạm Luân Đôn, ngày 24 tháng 6 năm 2013",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","The Shark Tank, chuyển qua ""Điện thoại Obama"", nói ""Hola!"" Với điện thoại di trú Marco Rubio, còn gọi là MarcoPhone, ngày 17 tháng 4 năm 2013",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","Breitbart, Hóa đơn di trú chứa ‘Marcophones’, ngày 17 tháng 4 năm 2013",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","Trang web của Thượng nghị sĩ Hoa Kỳ Charles Schumer, dự thảo dự luật di trú, được truy cập ngày 18 tháng 4 năm 2013",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","Trang web của Thượng nghị sĩ Hoa Kỳ Marco Rubio, Huyền thoại và thực tế: Những nguy hiểm của việc rao bán một huyền thoại ""điện thoại ân xá"", ngày 17 tháng 4 năm 2013",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","The Shark Tank, Những huyền thoại của Rubio và Sự kiện đằng sau MarcoPhone, ngày 18 tháng 4 năm 2013",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","Cuộc phỏng vấn với Javier Manjarres, ngày 19 tháng 4 năm 2013",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","Dịch vụ mới của Hoa Kỳ, đại diện Hoa Kỳ Gabrielle Giffords yêu cầu các giám đốc điều hành truyền thông để cải thiện dịch vụ điện thoại di động khu vực biên giới, ngày 10 tháng 4 năm 2010, được truy cập qua Nexis",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","Bản ghi quốc hội, bài phát biểu của Đại sứ Hoa Kỳ Gabrielle Giffords, ngày 25 tháng 5 năm 2010",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","Tin tức 4 Tucson, chi tiết mới được phát hành trong cuộc điều tra vụ giết người Robert Krentz, ngày 15 tháng 6 năm 2010",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","Tampa Bay Times, dọc theo biên giới Hoa Kỳ với Mexico, vấn đề an ninh là cá nhân mạnh mẽ, ngày 8 tháng 3 năm 2013",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","Buzzfeed, Nhân viên Văn phòng Thượng viện Cộng hòa Forwards Sai Tuyên bố ""MarcoPhone"" Sai, ngày 17 tháng 4 năm 2013",0
"Dự luật di trú được đề xuất sẽ cung cấp cho những người nhập cư mới ""một điện thoại di động được đóng thuế.""","PolitiFact, Adam Putnam: Chiến dịch của Obama tặng điện thoại di động miễn phí cho những người ủng hộ, ngày 31 tháng 10 năm 2012",0
