claim,page_citation,claim_label
"Nói rằng Thượng nghị sĩ Hoa Kỳ Marco Rubio nói quân đội sẽ rời Iraq ""quá nhanh"".","Miami Herald, ""Florida trên Afghanistan của Obama: Từ quá nhanh đến không đủ"", ngày 22 tháng 6 năm 2011",1
"Chính quyền đã ban hành các quy tắc cho ""phá thai $ 1 trong ObamaCare"" và ""yêu cầu tất cả những người ghi danh vào các chương trình bảo hiểm bao gồm bảo hiểm phá thai tự chọn để trả"" phí bảo hiểm phá thai.","lifenews.com, ""Obama quản trị hoàn thành quy tắc: $ 1 phá thai trong ObamaCare,"" ngày 12 tháng 3 năm 2012",0
"Chính quyền đã ban hành các quy tắc cho ""phá thai $ 1 trong ObamaCare"" và ""yêu cầu tất cả những người ghi danh vào các chương trình bảo hiểm bao gồm bảo hiểm phá thai tự chọn để trả"" phí bảo hiểm phá thai.",Văn bản của Đạo luật Bảo vệ Bệnh nhân và Chăm sóc Giá cả Phải chăng,0
"Chính quyền đã ban hành các quy tắc cho ""phá thai $ 1 trong ObamaCare"" và ""yêu cầu tất cả những người ghi danh vào các chương trình bảo hiểm bao gồm bảo hiểm phá thai tự chọn để trả"" phí bảo hiểm phá thai.","Bộ Y tế và Dịch vụ Nhân sinh, ""Nguyên tắc Mô hình Theo Quy định Theo Mục 1303 của Đạo luật Chăm sóc Giá cả phải chăng (PL-111-148): Được ban hành Căn cứ vào Lệnh điều hành 13535,"" ngày 24 tháng 3 năm 2010",0
"Chính quyền đã ban hành các quy tắc cho ""phá thai $ 1 trong ObamaCare"" và ""yêu cầu tất cả những người ghi danh vào các chương trình bảo hiểm bao gồm bảo hiểm phá thai tự chọn để trả"" phí bảo hiểm phá thai.","Sở Y tế và Dịch vụ Nhân sinh, quy tắc cuối cùng cho Đạo luật Chăm sóc Giá cả phải chăng",0
"Chính quyền đã ban hành các quy tắc cho ""phá thai $ 1 trong ObamaCare"" và ""yêu cầu tất cả những người ghi danh vào các chương trình bảo hiểm bao gồm bảo hiểm phá thai tự chọn để trả"" phí bảo hiểm phá thai.","Quyết định sức khỏe hàng ngày, ""Are '$ 1 phá thai' thực sự hứa hẹn trong các quy tắc trao đổi bảo hiểm y tế?"" Ngày 6 tháng 3 năm 2012",0
"Chính quyền đã ban hành các quy tắc cho ""phá thai $ 1 trong ObamaCare"" và ""yêu cầu tất cả những người ghi danh vào các chương trình bảo hiểm bao gồm bảo hiểm phá thai tự chọn để trả"" phí bảo hiểm phá thai.","Douglas Johnson và Susan T. Muskett, ""HHS ban hành quy định mới về chương trình ObamaCare cho bảo hiểm phá thai quỹ"", ngày 16 tháng 3 năm 2012",0
"Chính quyền đã ban hành các quy tắc cho ""phá thai $ 1 trong ObamaCare"" và ""yêu cầu tất cả những người ghi danh vào các chương trình bảo hiểm bao gồm bảo hiểm phá thai tự chọn để trả"" phí bảo hiểm phá thai.","Cuộc phỏng vấn qua email với Douglas Johnson, giám đốc lập pháp của Ủy ban quyền sống quốc gia, ngày 20 tháng 3 năm 2012",0
"Chính quyền đã ban hành các quy tắc cho ""phá thai $ 1 trong ObamaCare"" và ""yêu cầu tất cả những người ghi danh vào các chương trình bảo hiểm bao gồm bảo hiểm phá thai tự chọn để trả"" phí bảo hiểm phá thai.","Cuộc phỏng vấn qua email với Tait Sye, người phát ngôn của Planned Parenthood Federation of America, ngày 21 tháng 3 năm 2012",0
"Chính quyền đã ban hành các quy tắc cho ""phá thai $ 1 trong ObamaCare"" và ""yêu cầu tất cả những người ghi danh vào các chương trình bảo hiểm bao gồm bảo hiểm phá thai tự chọn để trả"" phí bảo hiểm phá thai.","Cuộc phỏng vấn qua email với Erin Shields, người phát ngôn của Bộ Y tế và Dịch vụ Nhân sinh, ngày 21 tháng 3 năm 2012",0
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Hành động hiện tại, không quảng cáo Rubos Somos, qua YouTube, ngày 27 tháng 1 năm 2012",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Hành động hiện tại, Chúng tôi không phải là Blondes, qua Presente, được truy cập ngày 8 tháng 2 năm 2012",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Cuộc phỏng vấn với Roberto Lovato của Presente, ngày 6 tháng 2 năm 2012",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Pew Hispanic Center, khi trục xuất tăng lên mức kỷ lục, phần lớn người Latin phản đối chính sách của Obama, ngày 28 tháng 12 năm 2011",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Pew Hispanic Center, những lo lắng bất hợp pháp về xuất nhập cảnh bất hợp pháp, chia tay những người Latin, ngày 28 tháng 10 năm 2010",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Phỏng vấn Mark Lopez của Trung tâm Tây Ban Nha Pew, ngày 8 tháng 2 năm 2012",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Quyết định Latino, Tin tức Univision / ABC / Quyết định Latino Kết quả thăm dò ý kiến ​​quốc gia Latino, ngày 24 tháng 1 năm 2012",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Quyết định của Latino, các quyết định impreMedia-Latino Theo dõi kết quả thăm dò ý kiến, tháng 6 năm 2011",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Cuộc phỏng vấn qua email với Gabriel Ramon Sanchez của Quyết định Latino, ngày 8 tháng 2 năm 2012",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Tampa Bay Times, Khi nhập cư, Marco Rubio thúc giục quyền hạ thấp nó, ngày 15 tháng 11 năm 2011",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Tampa Bay Times, The Buzz: Rubio duy trì sự chống đối với Đạo luật DREAM, ngày 19 tháng 11 năm 2010",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","Tạp chí Phố Wall, lỗi Rubio GOP 'Rhetoric,' ngày 28 tháng 10 năm 2011",1
"91% người Latin ủng hộ Đạo luật DREAM, cho phép thanh thiếu niên không có giấy tờ đi học đại học, nhưng Marco Rubio phản đối điều đó.","POLITICO, Marco Rubio gặp khó khăn về nhập cư, ngày 23 tháng 5 năm 2011",1
Chính phủ Scott Walker có kế hoạch đóng băng tiền lương cho nhân viên nhà nước bao gồm một khoản tăng 5.4% cho chính mình.,"Bài đăng trên blog của Uppity Wisconsin, ""Tightwad Scotty tự tăng lương cho mình, các quan chức được bầu khác,"" Tháng Mười. 25, 2011",0
Chính phủ Scott Walker có kế hoạch đóng băng tiền lương cho nhân viên nhà nước bao gồm một khoản tăng 5.4% cho chính mình.,"Bài đăng trên blog nhận thức về sự không đồng ý, ""Trò chơi của Walker có trả tiền: không có gì mới dưới ánh mặt trời"", ngày 26 tháng 10 năm 2011",0
Chính phủ Scott Walker có kế hoạch đóng băng tiền lương cho nhân viên nhà nước bao gồm một khoản tăng 5.4% cho chính mình.,"Milwaukee Journal Sentinel, ""Kế hoạch sẽ đóng băng lương của công nhân nhà nước trong hai năm,"" Tháng Mười. 25, 2011",0
Chính phủ Scott Walker có kế hoạch đóng băng tiền lương cho nhân viên nhà nước bao gồm một khoản tăng 5.4% cho chính mình.,"WISC-TV ""Kế hoạch trả lương của Thống đốc không tăng lương của ông ấy"", ngày 27 tháng 10 năm 2011",0
Chính phủ Scott Walker có kế hoạch đóng băng tiền lương cho nhân viên nhà nước bao gồm một khoản tăng 5.4% cho chính mình.,"Cuộc phỏng vấn qua điện thoại, Tim Lundquist, phát ngôn viên, Cục Quản lý Wisconsin, ngày 27 tháng 10 năm 2011",0
Chính phủ Scott Walker có kế hoạch đóng băng tiền lương cho nhân viên nhà nước bao gồm một khoản tăng 5.4% cho chính mình.,"Memo, Greg Gracz, Giám đốc Văn phòng Quan hệ Nhân dụng Nhà nước, ngày 27 tháng 10 năm 2011",0
Chính phủ Scott Walker có kế hoạch đóng băng tiền lương cho nhân viên nhà nước bao gồm một khoản tăng 5.4% cho chính mình.,"Thông cáo báo chí, Marty Beil, giám đốc điều hành của Liên bang Nhân viên Tiểu bang Wisconsin, Hội đồng AFSCME 24, ngày 28 tháng 10 năm 2011",0
Chính phủ Scott Walker có kế hoạch đóng băng tiền lương cho nhân viên nhà nước bao gồm một khoản tăng 5.4% cho chính mình.,"Email, Cullen Werwie, người phát ngôn, Thống đốc Scott Walker, ngày 26 tháng 10 năm 2011",0
Chính phủ Scott Walker có kế hoạch đóng băng tiền lương cho nhân viên nhà nước bao gồm một khoản tăng 5.4% cho chính mình.,Wisconsin lập pháp tham khảo Văn phòng báo cáo tiền lương,0
Chính phủ Scott Walker có kế hoạch đóng băng tiền lương cho nhân viên nhà nước bao gồm một khoản tăng 5.4% cho chính mình.,Wisconsin Blue Book,0
Chính phủ Scott Walker có kế hoạch đóng băng tiền lương cho nhân viên nhà nước bao gồm một khoản tăng 5.4% cho chính mình.,"Văn phòng tham khảo lập pháp, ""Lương của các quan chức được bầu có hiệu lực vào tháng 1 năm 2011.""",0
Giả sử tỷ lệ CEO trả cho người lao động trung bình phải trả ở Hoa Kỳ là 475 đến 1.,"Biểu đồ, được đăng rộng rãi trên Facebook",0
Giả sử tỷ lệ CEO trả cho người lao động trung bình phải trả ở Hoa Kỳ là 475 đến 1.,"Daily Kos, ""Biểu đồ trong tuần: Giám đốc điều hành của Hoa Kỳ: Tỷ lệ thanh toán cho người lao động là 475: 1,"" ngày 6 tháng 10 năm 2011",0
Giả sử tỷ lệ CEO trả cho người lao động trung bình phải trả ở Hoa Kỳ là 475 đến 1.,"Viện Chính sách kinh tế, ""Tỷ lệ tổng giám đốc điều hành trung bình bù trực tiếp cho bồi thường lao động sản xuất trung bình, 1965-2009"" (biểu đồ), truy cập ngày 10 tháng 10 năm 2011",0
Giả sử tỷ lệ CEO trả cho người lao động trung bình phải trả ở Hoa Kỳ là 475 đến 1.,"Viện Nghiên cứu Chính sách, ""Executive Excess 2011: Khảo sát Bồi thường Điều hành Hàng năm lần thứ 18,"" ngày 31 tháng 8 năm 2011",0
Giả sử tỷ lệ CEO trả cho người lao động trung bình phải trả ở Hoa Kỳ là 475 đến 1.,"Viện Nghiên cứu Chính sách, ""Executive Excess 2006: Khảo sát Bồi thường Điều hành Hàng năm lần thứ 13,"" ngày 30 tháng 8 năm 2006",0
Giả sử tỷ lệ CEO trả cho người lao động trung bình phải trả ở Hoa Kỳ là 475 đến 1.,"Thomas Prosser, ""bồi thường điều hành và khủng hoảng kinh tế"", (bài trình bày tại một hội nghị được tài trợ bởi Trung tâm đào tạo quốc tế của Tổ chức Lao động quốc tế), tháng 11 năm 2009",0
Giả sử tỷ lệ CEO trả cho người lao động trung bình phải trả ở Hoa Kỳ là 475 đến 1.,"Adam Choate, Dana Rowzee và Jerrod Tinsley, ""Giám đốc điều hành Pay Rates: U.S. vs. Foreign Nations,"" ngày 17 tháng 11 năm 2005",0
Giả sử tỷ lệ CEO trả cho người lao động trung bình phải trả ở Hoa Kỳ là 475 đến 1.,"John Alexander Burton và Christian E. Weller, ""Supersize This: Làm thế nào CEO Pay Took Off Trong khi Mỹ Trung Cấp Đấu tranh"" (giấy cho Trung tâm cho tiến bộ của Mỹ), tháng 5 năm 2005",0
Giả sử tỷ lệ CEO trả cho người lao động trung bình phải trả ở Hoa Kỳ là 475 đến 1.,"Cuộc phỏng vấn qua email với Sarah Anderson, Giám đốc dự án kinh tế toàn cầu tại Viện Nghiên cứu Chính sách, ngày 10 tháng 10 năm 2011",0
Giả sử tỷ lệ CEO trả cho người lao động trung bình phải trả ở Hoa Kỳ là 475 đến 1.,"Phỏng vấn Karen Conner, phát ngôn viên của Viện Chính sách kinh tế, 10/10/2011",0
Giả sử tỷ lệ CEO trả cho người lao động trung bình phải trả ở Hoa Kỳ là 475 đến 1.,"Phỏng vấn Mark Kroll, Hiệu trưởng Trường Kinh doanh tại Đại học Texas (Brownsville), ngày 10 tháng 10 năm 2011",0
